name,number,game_id,place,date
"Квиз, плиз! ",#786,51626,Chesterfield Bar,"11 февраля, Суббота"
"Квиз, плиз! [стрим] ",#303,51855,"Везде, где есть интернет","11 февраля, Суббота"
[2000е vs 2010е] ,#1,51627,Резиденция,"11 февраля, Суббота"
[music party] ,#6,51628,"Дорогая, я перезвоню","11 февраля, Суббота"
"Квиз, плиз! ",#785,51625,Chesterfield Bar,"11 февраля, Суббота"
[300к1] ,#5,51622,CLUB LIBERTY BAR,"10 февраля, Пятница"
"Квиз, плиз! ",#785,51624,Известия Hall,"10 февраля, Пятница"
"Квиз, плиз! ",#785,51621,Резиденция,"10 февраля, Пятница"
"Квиз, плиз! ",#786,51620,Chesterfield Bar,"10 февраля, Пятница"
"Квиз, плиз! ",#786,51623,LUDI,"10 февраля, Пятница"
"Квиз, плиз! [стрим] ",#302,51854,"Везде, где есть интернет","10 февраля, Пятница"
[кино и музыка] ,#125,51616,Резиденция,"9 февраля, Четверг"
[новички] ,#784,51619,LUDI,"9 февраля, Четверг"
[про кино] ,#2,51618,CLUB LIBERTY BAR,"9 февраля, Четверг"
"Квиз, плиз! ",#785,51617,"Дорогая, я перезвоню","9 февраля, Четверг"
"Квиз, плиз! ",#785,51615,Chesterfield Bar,"9 февраля, Четверг"
[music party] ,#6,51614,Old School Pub,"8 февраля, Среда"
[Друзья] ,#3,51373,Известия Hall,"8 февраля, Среда"
"Квиз, плиз! ",#784,51611,Chesterfield Bar,"8 февраля, Среда"
"Квиз, плиз! ",#784,51612,Резиденция,"8 февраля, Среда"
[кино и музыка] ,#125,51610,Резиденция,"7 февраля, Вторник"
"Квиз, плиз! ",#784,51608,Chesterfield Bar,"7 февраля, Вторник"
[music party] ,#6,51370,Chesterfield Bar,"6 февраля, Понедельник"
"Квиз, плиз! ",#784,51607,Резиденция,"6 февраля, Понедельник"
[music party] актуал ,#1,51638,"Везде, где есть интернет","5 февраля, Воскресенье"
"Квиз, плиз! ",#783,51247,Chesterfield Bar,"5 февраля, Воскресенье"
"Квиз, плиз!.jpeg ",#1,51248,Резиденция,"5 февраля, Воскресенье"
[300к1] ,#5,51246,Chesterfield Bar,"5 февраля, Воскресенье"
"Квиз, плиз! [бранч] ",#782,51250,"Фудмолл ""Три вокзала.ДЕПО""","5 февраля, Воскресенье"
"Квиз, плиз! ",#783,51243,Chesterfield Bar,"4 февраля, Суббота"
"Квиз, плиз! [стрим] ",#301,51635,"Везде, где есть интернет","4 февраля, Суббота"
[300к1] 18+ ,#1,51244,Резиденция,"4 февраля, Суббота"
"Квиз, плиз! ",#783,51245,"Дорогая, я перезвоню","4 февраля, Суббота"
[кино и музыка] ,#125,51242,Chesterfield Bar,"4 февраля, Суббота"
[про кино] ,#2,51241,LUDI,"3 февраля, Пятница"
[2000е vs 2010е] ,#1,51239,CLUB LIBERTY BAR,"3 февраля, Пятница"
"Квиз, плиз! ",#782,51240,Известия Hall,"3 февраля, Пятница"
"Квиз, плиз! ",#782,51238,Резиденция,"3 февраля, Пятница"
"Квиз, плиз! ",#783,51237,Chesterfield Bar,"3 февраля, Пятница"
"Квиз, плиз! [стрим] ",#300,51633,"Везде, где есть интернет","3 февраля, Пятница"
[music party] кринж эдишн ,#1,51233,CLUB LIBERTY BAR,"2 февраля, Четверг"
[кино и музыка] ,#125,51231,Резиденция,"2 февраля, Четверг"
[назад в СССР] ,#5,51235,LUDI,"2 февраля, Четверг"
"Квиз, плиз! ",#782,51232,"Дорогая, я перезвоню","2 февраля, Четверг"
"Квиз, плиз! ",#782,51230,Chesterfield Bar,"2 февраля, Четверг"
[300к1] ,#5,51229,Old School Pub,"1 февраля, Среда"
"Квиз, плиз! ",#781,51225,Chesterfield Bar,"1 февраля, Среда"
Кино и музыка [новички] ,#124,51227,Резиденция,"1 февраля, Среда"
[новички] ,#781,51223,Резиденция,"31 января, Вторник"
"Квиз, плиз! ",#781,51222,Chesterfield Bar,"31 января, Вторник"
[300к1] ,#5,50886,Chesterfield Bar,"30 января, Понедельник"
"Квиз, плиз! ",#781,51221,Резиденция,"30 января, Понедельник"
"Квиз, плиз! ",#780,50878,Chesterfield Bar,"29 января, Воскресенье"
Кино и музыка [стрим] ,#71,51253,"Везде, где есть интернет","29 января, Воскресенье"
[music party] кринж эдишн ,#1,50879,Резиденция,"29 января, Воскресенье"
[про кино] ,#2,50877,Chesterfield Bar,"29 января, Воскресенье"
"Квиз, плиз! ",#780,50874,Chesterfield Bar,"28 января, Суббота"
"Квиз, плиз! [стрим] ",#299,51252,"Везде, где есть интернет","28 января, Суббота"
[2000е vs 2010е] ,#1,50875,Резиденция,"28 января, Суббота"
"Квиз, плиз! ",#780,50876,"Дорогая, я перезвоню","28 января, Суббота"
[кино и музыка] ,#124,50873,Chesterfield Bar,"28 января, Суббота"
[назад в СССР] ,#5,50870,CLUB LIBERTY BAR,"27 января, Пятница"
"Квиз, плиз! ",#779,50869,Резиденция,"27 января, Пятница"
"Квиз, плиз! ",#780,50868,Chesterfield Bar,"27 января, Пятница"
"Квиз, плиз! [стрим] ",#298,51251,"Везде, где есть интернет","27 января, Пятница"
"Квиз, плиз!.jpeg ",#1,50871,LUDI,"27 января, Пятница"
[music party] кринж эдишн ,#1,50865,CLUB LIBERTY BAR,"26 января, Четверг"
[про кино] ,#2,50866,"Дорогая, я перезвоню","26 января, Четверг"
"Квиз, плиз! ",#778,50867,Известия Hall,"26 января, Четверг"
"Квиз, плиз! ",#779,50863,Chesterfield Bar,"26 января, Четверг"
"Квиз, плиз! [железные яйца] ",#4,50864,Резиденция,"26 января, Четверг"
[300к1] 18+ ,#1,50862,Old School Pub,"25 января, Среда"
[кино и музыка] ,#124,50861,Резиденция,"25 января, Среда"
"Квиз, плиз! ",#778,50860,Chesterfield Bar,"25 января, Среда"
[новички] ,#778,50859,Резиденция,"24 января, Вторник"
"Квиз, плиз! ",#778,50858,Chesterfield Bar,"24 января, Вторник"
[про кино] ,#2,50658,Chesterfield Bar,"23 января, Понедельник"
"Квиз, плиз! ",#778,50855,Резиденция,"23 января, Понедельник"
[300к1] 18+ ,#1,50535,Резиденция,"22 января, Воскресенье"
Кино и TV [стрим] 90-е vs 2000-е ,#1,50885,"Везде, где есть интернет","22 января, Воскресенье"
"Квиз, плиз! ",#777,50538,Известия Hall,"22 января, Воскресенье"
[кино и музыка] ,#124,50536,Резиденция,"22 января, Воскресенье"
"Квиз, плиз! ",#777,50532,Chesterfield Bar,"21 января, Суббота"
"Квиз, плиз! [стрим] ",#297,50881,"Везде, где есть интернет","21 января, Суббота"
[назад в СССР] ,#5,50534,"Дорогая, я перезвоню","21 января, Суббота"
"Квиз, плиз! ",#777,50533,Резиденция,"21 января, Суббота"
"Квиз, плиз!.jpeg ",#1,50531,Chesterfield Bar,"21 января, Суббота"
[300к1] 18+ ,#1,50530,CLUB LIBERTY BAR,"20 января, Пятница"
"Квиз, плиз! ",#776,50528,LUDI,"20 января, Пятница"
"Квиз, плиз! ",#777,50526,Chesterfield Bar,"20 января, Пятница"
"Квиз, плиз! ",#777,50527,Резиденция,"20 января, Пятница"
"Квиз, плиз! [железные яйца] ",#4,50529,Известия Hall,"20 января, Пятница"
"Квиз, плиз! [стрим] ",#296,50880,"Везде, где есть интернет","20 января, Пятница"
[Гарри Поттер] ФИНАЛ (повтор) ,#1,50525,Известия Hall,"19 января, Четверг"
[кино и музыка] ,#124,50522,Резиденция,"19 января, Четверг"
[назад в СССР] ,#5,50523,CLUB LIBERTY BAR,"19 января, Четверг"
"Квиз, плиз! ",#776,50524,"Дорогая, я перезвоню","19 января, Четверг"
"Квиз, плиз! ",#776,50521,Chesterfield Bar,"19 января, Четверг"
[2000е vs 2010е] ,#1,50519,Резиденция,"18 января, Среда"
[новички] ,#775,50520,Old School Pub,"18 января, Среда"
"Квиз, плиз! ",#776,50518,Chesterfield Bar,"18 января, Среда"
"Квиз, плиз! ",#776,50515,Chesterfield Bar,"17 января, Вторник"
Кино и музыка [новички] ,#123,50517,Резиденция,"17 января, Вторник"
[назад в СССР] ,#5,50512,Chesterfield Bar,"16 января, Понедельник"
"Квиз, плиз! ",#775,50513,Резиденция,"16 января, Понедельник"
"Квиз, плиз! ",#775,49891,Chesterfield Bar,"15 января, Воскресенье"
Кино и музыка [стрим] ,#70,50542,"Везде, где есть интернет","15 января, Воскресенье"
[Кино и TV] 90-е vs 2000-е ,#1,49892,Резиденция,"15 января, Воскресенье"
[300к1] 18+ ,#1,49889,Chesterfield Bar,"15 января, Воскресенье"
"Квиз, плиз! ",#775,49884,Chesterfield Bar,"14 января, Суббота"
"Квиз, плиз! [стрим] ",#295,50541,"Везде, где есть интернет","14 января, Суббота"
[music party] кринж эдишн ,#1,49887,"Дорогая, я перезвоню","14 января, Суббота"
"Квиз, плиз! ",#774,49886,Резиденция,"14 января, Суббота"
"Квиз, плиз!.jpeg ",#1,49906,Chesterfield Bar,"14 января, Суббота"
[300к1] 18+ ,#1,49882,Известия Hall,"13 января, Пятница"
[кино и музыка] ,#123,49881,LUDI,"13 января, Пятница"
"Квиз, плиз! ",#773,49879,Резиденция,"13 января, Пятница"
"Квиз, плиз! ",#773,49880,CLUB LIBERTY BAR,"13 января, Пятница"
